StoreKey,GeographyKey,StoreManager,StoreType,StoreName,Status,OpenDate,CloseDate,EntityKey,StorePhone,StoreFax,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,EmployeeKey
177,888,192,Store,Contoso New Haven Store,On,22/06/2004,31/12/2090,811,118-555-0177,118-555-0177,Not Yet Closed,17,462,17/06/2023 0:00,192
178,864,193,Store,Contoso Litchfield County Store,On,23/07/2004,31/12/2090,812,164-555-0114,164-555-0114,Not Yet Closed,25,700,18/06/2023 0:00,193
179,889,194,Store,Contoso New London Store,On,24/08/2004,31/12/2090,813,156-555-0199,156-555-0199,Not Yet Closed,26,680,16/06/2023 0:00,194
180,892,195,Store,Contoso Norfolk Store,On,25/08/2004,31/12/2090,814,712-555-0170,712-555-0170,Not Yet Closed,26,680,17/06/2023 0:00,195
181,946,196,Store,Contoso Virginia Beach Store,On,26/10/2004,31/12/2090,815,753-555-0129,753-555-0129,Not Yet Closed,19,455,16/06/2023 0:00,196
182,951,197,Store,Contoso Winchester Store,On,27/11/2004,31/12/2090,816,654-555-0177,654-555-0177,Not Yet Closed,33,560,17/06/2023 0:00,197
183,784,111,Store,Contoso Anchorage Store,On,2/12/2004,31/12/2090,817,110-555-0115,110-555-0115,Not Yet Closed,47,1125,18/06/2023 0:00,111
184,783,198,Store,Contoso Alexandria Store,Off,6/11/2004,12/07/2023,818,822-555-0145,822-555-0145,Relocation,22,500,16/06/2023 0:00,198
185,921,199,Store,Contoso Roanoke Store,On,17/10/2004,31/12/2090,819,559-555-0175,559-555-0175,Not Yet Closed,17,462,17/06/2023 0:00,199
186,811,200,Store,Contoso Charlottesville Store,On,18/02/2004,31/12/2090,820,751-555-0134,751-555-0134,Not Yet Closed,25,700,16/06/2023 0:00,200
187,833,201,Store,Contoso Fredericksburg Store,On,19/02/2004,31/12/2090,821,319-555-0126,319-555-0126,Not Yet Closed,26,680,17/06/2023 0:00,201
188,873,202,Store,Contoso Martinsville Store,On,20/02/2004,31/12/2090,822,809-555-0133,809-555-0133,Not Yet Closed,19,455,18/06/2023 0:00,202
189,841,203,Store,Contoso Greenville Store,On,21/02/2004,31/12/2090,823,517-555-0122,517-555-0122,Not Yet Closed,33,560,16/06/2023 0:00,203
190,810,204,Store,Contoso Charleston Store,On,22/02/2004,31/12/2090,824,552-555-0111,552-555-0111,Not Yet Closed,47,1125,17/06/2023 0:00,204
191,785,205,Store,Contoso Annapolis Store,On,17/01/2004,31/12/2090,825,908-555-0159,908-555-0159,Not Yet Closed,22,500,16/06/2023 0:00,205
192,794,206,Store,Contoso Baltimore Store,On,18/02/2004,31/12/2090,826,508-555-0129,508-555-0129,Not Yet Closed,17,460,17/06/2023 0:00,206
193,850,207,Store,Contoso Howard Store,On,19/03/2004,31/12/2090,827,167-555-0139,167-555-0139,Not Yet Closed,25,700,18/06/2023 0:00,207
194,920,208,Store,Contoso Ridgely Store,On,20/04/2004,31/12/2090,828,310-555-0133,310-555-0133,Not Yet Closed,25,700,16/06/2023 0:00,208
195,915,209,Store,Contoso Queen Anne's County Store,On,21/05/2004,31/12/2090,829,106-555-0120,106-555-0120,Not Yet Closed,26,680,17/06/2023 0:00,209
196,905,210,Store,Contoso Parkville Store,On,22/06/2004,31/12/2090,830,949-555-0174,949-555-0174,Not Yet Closed,19,455,16/06/2023 0:00,210
197,792,211,Store,Contoso Back River Store,On,23/07/2004,31/12/2090,831,955-555-0131,955-555-0131,Not Yet Closed,33,560,17/06/2023 0:00,211
198,835,77,Store,Contoso North Harford Store,On,24/08/2004,31/12/2090,832,817-555-0186,817-555-0186,Not Yet Closed,47,1125,18/06/2023 0:00,77
199,800,212,Online,Contoso North America Online Store,On,25/08/2004,31/12/2090,59,450-555-0152,450-555-0152,Not Yet Closed,325,500,16/06/2023 0:00,212
200,894,213,Catalog,Contoso Catalog Store,On,26/10/2004,31/12/2090,58,278-555-0118,278-555-0118,Not Yet Closed,120,462,17/06/2023 0:00,213
201,506,219,Store,Contoso London Store,On,27/11/2004,31/12/2090,833,927-555-0168,927-555-0168,Not Yet Closed,17,462,16/06/2023 0:00,219
202,748,220,Store,Contoso Edinburgh Store,On,2/08/2004,31/12/2090,834,296-555-0121,296-555-0121,Not Yet Closed,25,700,17/06/2023 0:00,220
203,751,221,Store,Contoso Glasgow Store,On,16/08/2021,31/12/2090,835,289-555-0196,289-555-0196,Not Yet Closed,26,680,18/06/2023 0:00,221
204,576,222,Store,Contoso York Store,On,27/08/2004,31/12/2090,836,848-555-0163,848-555-0163,Not Yet Closed,78,680,16/06/2023 0:00,222
205,742,223,Store,Contoso Carlisle Store,On,18/05/2004,31/12/2090,837,165-555-0113,165-555-0113,Not Yet Closed,23,680,17/06/2023 0:00,223
206,761,224,Store,Contoso Manchester Store,On,19/06/2004,31/12/2090,838,869-555-0125,869-555-0125,Not Yet Closed,11,680,16/06/2023 0:00,224
207,755,225,Store,Contoso Lancashire Store,On,20/07/2004,31/12/2090,839,393-555-0186,393-555-0186,Not Yet Closed,36,680,17/06/2023 0:00,225
208,781,226,Store,Contoso West Yorkshire Store,On,21/03/2004,31/12/2090,840,318-555-0137,318-555-0137,Not Yet Closed,90,680,18/06/2023 0:00,226
209,738,227,Store,Contoso Baildon Store,On,22/09/2004,31/12/2090,841,138-555-0118,138-555-0118,Not Yet Closed,32,680,16/06/2023 0:00,227
210,743,228,Store,Contoso Cheshire Store,On,23/04/2004,31/12/2090,842,663-555-0172,663-555-0172,Not Yet Closed,18,680,17/06/2023 0:00,228
211,774,229,Store,Contoso Stockport Store,On,24/11/2004,31/12/2090,843,224-555-0187,224-555-0187,Not Yet Closed,34,680,16/06/2023 0:00,229
212,651,230,Store,Contoso Liverpool Store,On,2/03/2004,31/12/2090,844,313-555-0196,313-555-0196,Not Yet Closed,64,680,17/06/2023 0:00,230
213,753,231,Store,Contoso Knotty Ash Store,On,26/03/2004,31/12/2090,845,785-555-0132,785-555-0132,Not Yet Closed,24,680,18/06/2023 0:00,231
214,501,232,Store,Contoso Leeds Store,On,27/06/2004,31/12/2090,846,407-555-0165,407-555-0165,Not Yet Closed,25,680,16/06/2023 0:00,232
215,529,233,Store,Contoso Paris Store,On,28/03/2004,31/12/2090,847,139-555-0131,139-555-0131,Not Yet Closed,12,680,17/06/2023 0:00,233
216,762,234,Store,Contoso Marseille Store,On,29/04/2022,31/12/2090,854,142-555-0139,142-555-0139,Not Yet Closed,13,680,16/06/2023 0:00,234
217,759,235,Store,Contoso Lyon Store,On,30/08/2004,31/12/2090,855,207-555-0192,207-555-0192,Not Yet Closed,15,680,17/06/2023 0:00,235
218,777,236,Store,Contoso Toulouse Store,On,11/09/2004,31/12/2090,856,575-555-0126,575-555-0126,Not Yet Closed,23,680,18/06/2023 0:00,236
219,767,237,Store,Contoso Nice Store,On,2/02/2004,31/12/2090,857,315-555-0144,315-555-0144,Not Yet Closed,32,680,16/06/2023 0:00,237
220,766,238,Store,Contoso Nantes Store,On,3/08/2004,31/12/2090,858,991-555-0184,991-555-0184,Not Yet Closed,11,680,17/06/2023 0:00,238
221,775,239,Store,Contoso Strasbourg Store,On,4/09/2004,31/12/2090,859,310-555-0117,310-555-0117,Not Yet Closed,10,630,16/06/2023 0:00,239
222,771,240,Store,Contoso Roma Store,On,5/10/2021,31/12/2090,860,927-555-0150,927-555-0150,Not Yet Closed,43,490,17/06/2023 0:00,240
223,779,241,Store,Contoso Venezia Store,On,6/07/2023,31/12/2090,861,330-555-2568,330-555-2568,Not Yet Closed,11,500,18/06/2023 0:00,241
224,749,242,Store,Contoso Firenze Store,On,7/12/2004,31/12/2090,862,110-555-0112,110-555-0112,Not Yet Closed,45,500,16/06/2023 0:00,242
225,776,243,Store,Contoso Torino Store,On,18/03/2004,31/12/2090,863,931-555-0118,931-555-0118,Not Yet Closed,24,500,17/06/2023 0:00,243
226,763,244,Store,Contoso Milan Store,On,9/04/2004,31/12/2090,864,202-555-0187,202-555-0187,Not Yet Closed,23,500,16/06/2023 0:00,244
227,884,245,Store,Contoso Naples Store,On,2/03/2004,31/12/2090,865,492-555-0174,492-555-0174,Not Yet Closed,13,500,17/06/2023 0:00,245
228,586,246,Store,Contoso Berlin Store,On,9/10/2022,31/12/2090,866,730-555-0117,730-555-0117,Not Yet Closed,13,500,18/06/2023 0:00,246
230,754,247,Store,Contoso koln No.2 Store,On,15/05/2004,31/12/2090,868,916-555-0165,916-555-0165,Not Yet Closed,25,500,17/06/2023 0:00,247
231,752,248,Store,Contoso Hofheim Store,On,17/06/2004,31/12/2090,869,405-555-0171,405-555-0171,Not Yet Closed,25,500,16/06/2023 0:00,248
232,754,249,Store,Contoso koln No.1 Store,On,29/07/2004,31/12/2090,870,583-555-0182,583-555-0182,Not Yet Closed,35,500,17/06/2023 0:00,249
233,756,250,Store,Contoso Landstuhl Store,On,20/08/2004,31/12/2090,871,447-555-0186,447-555-0186,Not Yet Closed,21,500,18/06/2023 0:00,250
234,747,251,Store,Contoso Dusseldorf Store,On,12/09/2021,31/12/2090,872,283-555-0185,283-555-0185,Not Yet Closed,24,500,16/06/2023 0:00,251
235,770,252,Store,Contoso Ramstein Store,On,13/08/2004,31/12/2090,873,555-555-0113,555-555-0113,Not Yet Closed,15,500,17/06/2023 0:00,252
236,739,253,Store,Contoso Baumholder Store,On,25/06/2004,31/12/2090,874,733-555-0128,733-555-0128,Not Yet Closed,28,500,16/06/2023 0:00,253
237,750,254,Store,Contoso Giebelstadt Store,On,26/12/2004,31/12/2090,875,264-555-0150,264-555-0150,Not Yet Closed,15,500,17/06/2023 0:00,254
238,769,255,Store,Contoso obamberg Store,On,27/05/2004,31/12/2090,876,520-555-0177,520-555-0177,Not Yet Closed,29,500,18/06/2023 0:00,255
239,765,256,Store,Contoso Munich Store,On,28/02/2006,31/12/2090,877,497-555-0181,497-555-0181,Not Yet Closed,18,500,16/06/2023 0:00,256
240,736,257,Store,Contoso Amsterdam Store,On,29/03/2004,31/12/2090,878,230-555-0144,230-555-0144,Not Yet Closed,26,680,17/06/2023 0:00,257
241,745,258,Store,Contoso Copenhagen Store,On,30/04/2004,31/12/2090,879,123-555-0167,123-555-0167,Not Yet Closed,25,680,16/06/2023 0:00,258
242,773,259,Store,Contoso Stockholm Store,On,31/05/2004,31/12/2090,880,208-555-0114,208-555-0114,Not Yet Closed,33,680,17/06/2023 0:00,259
243,760,260,Store,Contoso Madrid Store,On,1/03/2004,31/12/2090,881,166-555-0156,166-555-0156,Not Yet Closed,35,680,18/06/2023 0:00,260
244,758,261,Store,Contoso Ljubljana Store,On,2/07/2004,31/12/2090,882,129-555-0199,129-555-0199,Not Yet Closed,36,680,16/06/2023 0:00,261
245,741,262,Store,Contoso Bucharest Store,On,19/05/2004,31/12/2090,883,163-555-0147,163-555-0147,Not Yet Closed,25,680,17/06/2023 0:00,262
246,740,263,Store,Contoso Berne Store,On,20/04/2004,31/12/2090,884,590-555-0152,590-555-0152,Not Yet Closed,53,680,16/06/2023 0:00,263
247,780,264,Store,Contoso Warsaw Store,On,4/09/2004,31/12/2090,885,680-555-0118,680-555-0118,Not Yet Closed,15,680,17/06/2023 0:00,264
248,778,265,Store,Contoso Valletta Store,On,19/02/2004,31/12/2090,886,265-555-0195,265-555-0195,Not Yet Closed,42,680,18/06/2023 0:00,265
249,746,266,Store,Contoso Dublin Store,On,20/02/2006,31/12/2090,887,720-555-0158,720-555-0158,Not Yet Closed,55,680,16/06/2023 0:00,266
250,737,267,Store,Contoso Athens Store,On,17/04/2004,31/12/2090,888,237-555-0128,237-555-0128,Not Yet Closed,15,680,17/06/2023 0:00,267
251,728,268,Store,Contoso Singapore Store,On,22/04/2004,31/12/2090,848,842-555-0158,842-555-0158,Not Yet Closed,27,480,16/06/2023 0:00,268
252,713,296,Store,Contoso Canberra Store,On,17/11/2005,31/12/2090,889,413-555-0124,413-555-0124,Not Yet Closed,28,480,17/06/2023 0:00,296
253,558,294,Store,Contoso Sydney No.1 Store,On,27/06/2005,31/12/2090,890,203-555-0196,203-555-0196,Not Yet Closed,20,480,18/06/2023 0:00,294
254,734,295,Store,Contoso Yerevan Store,On,28/03/2004,31/12/2090,891,919-555-0140,919-555-0140,Not Yet Closed,15,480,16/06/2023 0:00,295
255,723,269,Store,Contoso New Delhi Store,On,29/04/2004,31/12/2090,892,153-555-0166,153-555-0166,Not Yet Closed,29,480,17/06/2023 0:00,269
256,721,270,Store,Contoso Mumbai Store,On,30/07/2004,31/12/2090,893,425-555-0117,425-555-0117,Not Yet Closed,35,480,16/06/2023 0:00,270
257,718,271,Store,Contoso Kolkata Store,On,11/06/2005,31/12/2090,894,491-555-0183,491-555-0183,Not Yet Closed,35,480,17/06/2023 0:00,271
258,731,272,Store,Contoso Thimphu No.1 Store,On,2/07/2023,31/12/2090,895,295-555-0161,295-555-0161,Not Yet Closed,35,480,18/06/2023 0:00,272
259,716,273,Store,Contoso Hong Kong No.1 Store,On,3/08/2004,31/12/2090,896,500-555-0172,500-555-0172,Not Yet Closed,35,480,16/06/2023 0:00,273
260,730,274,Store,Contoso Tehran No.1 Store,On,4/09/2004,31/12/2090,897,325-555-0137,325-555-0137,Not Yet Closed,35,480,17/06/2023 0:00,274
261,714,275,Store,Contoso Damascus No.1 Store,On,5/10/2021,31/12/2090,898,582-555-0148,582-555-0148,Not Yet Closed,35,480,16/06/2023 0:00,275
262,709,276,Store,Contoso Bangkok No.1 Store,On,6/11/2022,31/12/2090,899,961-555-0122,961-555-0122,Not Yet Closed,62,480,17/06/2023 0:00,276
263,764,277,Store,Contoso Moscow  No.1 Store,On,7/06/2004,31/12/2090,900,254-555-0114,254-555-0114,Not Yet Closed,65,480,18/06/2023 0:00,277
264,708,278,Store,Contoso Ashgabat No.1 Store,On,18/01/2004,31/12/2090,901,521-555-0113,521-555-0113,Not Yet Closed,68,480,16/06/2023 0:00,278
265,717,279,Store,Contoso Islamabad No.1 Store,On,9/02/2004,31/12/2090,902,306-555-0186,306-555-0186,Not Yet Closed,71,480,17/06/2023 0:00,279
267,732,281,Store,Contoso Tokyo No.1 Store,On,2/04/2004,31/12/2090,904,539-555-0149,539-555-0149,Not Yet Closed,68,480,17/06/2023 0:00,281
268,732,281,Store,Contoso Tokyo No.2 Store,On,19/04/2006,31/12/2090,905,228-555-0159,228-555-0159,Not Yet Closed,68,480,18/06/2023 0:00,281
269,735,282,Store,Contoso Yokohama Store,On,15/05/2004,31/12/2090,906,151-555-0113,151-555-0113,Not Yet Closed,77,480,17/06/2023 0:00,282
270,724,283,Store,Contoso Osaka No.1 Store,On,17/06/2005,31/12/2090,907,295-555-0161,295-555-0161,Not Yet Closed,80,480,18/06/2023 0:00,283
271,722,284,Store,Contoso Nagoya Store,On,18/08/2022,31/12/2090,908,719-555-0181,719-555-0181,Not Yet Closed,50,480,16/06/2023 0:00,284
272,725,285,Store,Contoso Sapporo Store,On,20/08/2021,31/12/2090,909,125-555-0196,125-555-0196,Not Yet Closed,50,480,17/06/2023 0:00,285
273,719,286,Store,Contoso Kyoto Store,On,2/09/2023,31/12/2090,910,473-555-0117,473-555-0117,Not Yet Closed,50,480,16/06/2023 0:00,286
274,726,287,Store,Contoso Seoul Store,On,13/10/2022,31/12/2090,911,370-555-0163,370-555-0163,Not Yet Closed,50,480,17/06/2023 0:00,287
275,712,288,Store,Contoso Busan Store,On,12/07/2006,31/12/2090,912,465-555-0156,465-555-0156,Not Yet Closed,50,480,18/06/2023 0:00,288
276,711,289,Store,Contoso Bishkek Store,On,13/08/2006,31/12/2090,913,238-555-0197,238-555-0197,Not Yet Closed,50,480,16/06/2023 0:00,289
277,727,290,Store,Contoso Shanghai No.1 Store,On,14/02/2004,31/12/2090,849,708-555-0141,708-555-0141,Not Yet Closed,95,480,18/06/2023 0:00,290
278,733,291,Store,Contoso Urumqi Store,On,15/07/2005,31/12/2090,850,970-555-0138,970-555-0138,Not Yet Closed,50,480,16/06/2023 0:00,291
279,710,292,Store,Contoso Beijing Store,On,16/07/2022,31/12/2090,851,486-555-0150,486-555-0150,Not Yet Closed,86,480,17/06/2023 0:00,292
280,715,293,Store,Contoso Guangzhou Store,On,17/07/2023,31/12/2090,852,124-555-0114,124-555-0114,Not Yet Closed,131,480,18/06/2023 0:00,293
281,727,290,Store,Contoso Shanghai No.2 Store,On,2/03/2004,31/12/2090,853,716-555-0127,716-555-0127,Not Yet Closed,95,480,18/06/2023 0:00,290
282,903,214,Store,Contoso Ottawa No.1 Store,On,9/04/2004,31/12/2090,914,210-555-0193,210-555-0193,Not Yet Closed,95,480,18/06/2023 1:00,214
283,903,214,Store,Contoso Ottawa No.2 Store,On,15/05/2004,31/12/2090,915,210-555-0193,210-555-0193,Not Yet Closed,95,480,18/06/2023 2:00,214
284,942,215,Store,Contoso Toronto No.1 Store,On,17/06/2004,31/12/2090,916,210-555-0193,210-555-0193,Not Yet Closed,95,480,18/06/2023 3:00,215
285,942,215,Store,Contoso Toronto No.2 Store,On,29/07/2003,31/12/2090,917,257-555-0154,257-555-0154,Not Yet Closed,95,480,18/06/2023 4:00,215
286,942,215,Store,Contoso Toronto No.3 Store,On,20/08/2004,31/12/2090,918,883-555-0116,883-555-0116,Not Yet Closed,95,480,18/06/2023 5:00,215
287,881,216,Store,Contoso Montreal No.1 Store,On,12/09/2004,31/12/2090,919,517-555-0117,517-555-0117,Not Yet Closed,95,480,18/06/2023 6:00,216
288,881,216,Store,Contoso Montreal No.2 Store,On,13/02/2003,31/12/2090,920,922-555-0165,922-555-0165,Not Yet Closed,95,480,18/06/2023 7:00,216
289,562,217,Store,Contoso Vancouver  No.1 Store,On,25/11/2004,31/12/2090,921,664-555-0112,664-555-0112,Not Yet Closed,95,480,18/06/2023 8:00,217
290,562,217,Store,Contoso Vancouver  No.2 Store,On,26/12/2004,31/12/2090,922,340-555-0193,340-555-0193,Not Yet Closed,95,480,18/06/2023 9:00,217
291,598,218,Store,Contoso Calgary  Store,On,27/05/2004,31/12/2090,923,330-555-0120,330-555-0120,Not Yet Closed,95,480,18/06/2023 10:00,218
292,731,272,Store,Contoso Thimphu No.2 Store,On,28/02/2006,31/12/2090,924,185-555-0169,185-555-0169,Not Yet Closed,95,480,18/06/2023 11:00,272
293,716,273,Store,Contoso Hong Kong No.2 Store,On,29/03/2021,31/12/2090,925,740-555-0182,740-555-0182,Not Yet Closed,95,480,18/06/2023 12:00,273
294,730,274,Store,Contoso Tehran No.2 Store,On,30/04/2004,31/12/2090,926,775-555-0164,775-555-0164,Not Yet Closed,95,480,18/06/2023 13:00,274
295,714,275,Store,Contoso Damascus No.2 Store,On,31/05/2004,31/12/2090,927,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,18/06/2023 14:00,275
296,709,276,Store,Contoso Bangkok No.2 Store,On,1/06/2005,31/12/2090,928,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,18/06/2023 15:00,276
297,764,277,Store,Contoso Moscow  No.2 Store,On,2/07/2004,31/12/2090,929,615-555-0153,615-555-0153,Not Yet Closed,95,480,18/06/2023 16:00,277
298,708,278,Store,Contoso Ashgabat  No.2 Store,On,6/11/2006,31/12/2090,930,926-555-0182,926-555-0182,Not Yet Closed,95,480,18/06/2023 17:00,278
299,717,279,Store,Contoso Islamabad  No.2 Store,On,7/12/2021,31/12/2090,931,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,18/06/2023 18:00,279
300,558,294,Store,Contoso Sydney  No.2 Store,On,18/03/2004,31/12/2090,932,1 (11) 500 555-,1 (11) 500 555,Not Yet Closed,95,480,18/06/2023 19:00,294
301,724,283,Store,Contoso Osaka No.2 Store,On,19/03/2021,31/12/2090,933,380-558-0193,380-558-0193,Not Yet Closed,95,480,18/06/2023 20:00,283
302,729,24,Store,Contoso Taipei  Store,On,19/07/2004,31/12/2090,935,830-555-0128,830-555-0128,Not Yet Closed,95,480,18/06/2023 21:00,24
303,757,25,Store,Contoso Lisbon Store,On,20/09/2004,31/12/2090,936,290-666-8960,290-666-8960,Not Yet Closed,95,480,18/06/2023 22:00,25
304,772,14,Store,Contoso Saint Petersburg Store,On,7/06/2004,31/12/2090,942,510-555-0118,517-555-0118,Not Yet Closed,95,480,19/06/2023 0:00,14
305,768,15,Store,Contoso Nizhny Novgorod Store,On,15/03/2004,31/12/2090,944,511-555-0119,511-555-0119,Not Yet Closed,95,480,20/06/2023 0:00,15
306,586,246,Online,Contoso Europe Online Store,On,3/09/2004,31/12/2090,945,731-555-0117,731-555-0117,Not Yet Closed,7,1000,18/06/2023 0:00,246
307,710,292,Online,Contoso Asia Online Store,On,11/10/2004,31/12/2090,946,55-555-0117,55-555-0117,Not Yet Closed,8,93800,18/06/2023 0:00,292
308,693,35,Reseller,Contoso North America Reseller,On,8/03/2004,31/12/2090,947,55-555-0118,55-555-0118,Not Yet Closed,15,450,5/06/2022 0:00,35
309,529,233,Reseller,Contoso Europe Reseller,On,7/05/2004,31/12/2090,948,55-555-0119,55-555-0119,Not Yet Closed,12,551,5/06/2022 0:00,233
310,710,292,Reseller,Contoso Asia Reseller,On,15/07/2004,31/12/2090,949,55-555-0120,55-555-0120,Not Yet Closed,17,93800,5/11/2022 0:00,292
