DateKey,CalendarYear,CalendarYearLabel,CalendarHalfYearLabel,CalendarQuarterLabel,CalendarMonthLabel,CalendarWeekLabel,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYearLabel,FiscalQuarterLabel,FiscalMonthLabel,IsWorkDay,IsHoliday,EuropeSeason,NorthAmericaSeason,AsiaSeason,MonthNumber,CalendarDayOfWeekNumber
2/08/2020,2020,Year 2020,H2,Q3,August,Week 31,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
3/08/2020,2020,Year 2020,H2,Q3,August,Week 31,Thursday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
4/08/2020,2020,Year 2020,H2,Q3,August,Week 31,Friday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
5/08/2020,2020,Year 2020,H2,Q3,August,Week 31,Saturday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
6/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Sunday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
7/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Monday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
8/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
9/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
10/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Thursday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
11/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Friday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
12/08/2020,2020,Year 2020,H2,Q3,August,Week 32,Saturday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
13/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Sunday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
14/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Monday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
15/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
16/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
17/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Thursday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
18/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Friday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
19/08/2020,2020,Year 2020,H2,Q3,August,Week 33,Saturday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
20/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Sunday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
21/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Monday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
22/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
23/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
24/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Thursday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
25/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Friday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
26/08/2020,2020,Year 2020,H2,Q3,August,Week 34,Saturday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
27/08/2020,2020,Year 2020,H2,Q3,August,Week 35,Sunday,2020,FiscalYear 2020,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
28/08/2020,2020,Year 2020,H2,Q3,August,Week 35,Monday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
29/08/2020,2020,Year 2020,H2,Q3,August,Week 35,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
30/08/2020,2020,Year 2020,H2,Q3,August,Week 35,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
31/08/2020,2020,Year 2020,H2,Q3,August,Week 35,Thursday,2020,FiscalYear 2020,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
1/09/2020,2020,Year 2020,H2,Q3,September,Week 35,Friday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2/09/2020,2020,Year 2020,H2,Q3,September,Week 35,Saturday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
3/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Sunday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
4/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Monday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
5/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
6/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
7/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Thursday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
8/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Friday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
9/09/2020,2020,Year 2020,H2,Q3,September,Week 36,Saturday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
10/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Sunday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
11/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Monday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
12/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
13/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
14/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Thursday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
15/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Friday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
16/09/2020,2020,Year 2020,H2,Q3,September,Week 37,Saturday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
17/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Sunday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
18/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Monday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
19/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
20/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
21/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Thursday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
22/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Friday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
23/09/2020,2020,Year 2020,H2,Q3,September,Week 38,Saturday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
24/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Sunday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
25/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Monday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
26/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Tuesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
27/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Wednesday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
28/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Thursday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
29/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Friday,2020,FiscalYear 2020,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
30/09/2020,2020,Year 2020,H2,Q3,September,Week 39,Saturday,2020,FiscalYear 2020,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
1/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Sunday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Monday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
3/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
4/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
5/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Thursday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
6/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Friday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
7/10/2020,2020,Year 2020,H2,Q4,October,Week 40,Saturday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
8/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Sunday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
9/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Monday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
10/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
11/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
12/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Thursday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
13/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Friday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
14/10/2020,2020,Year 2020,H2,Q4,October,Week 41,Saturday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
15/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Sunday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
16/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Monday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
17/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
18/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
19/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Thursday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
20/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Friday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
21/10/2020,2020,Year 2020,H2,Q4,October,Week 42,Saturday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
22/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Sunday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
23/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Monday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
24/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
25/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
26/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Thursday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
27/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Friday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
28/10/2020,2020,Year 2020,H2,Q4,October,Week 43,Saturday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
29/10/2020,2020,Year 2020,H2,Q4,October,Week 44,Sunday,2020,FiscalYear 2020,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
30/10/2020,2020,Year 2020,H2,Q4,October,Week 44,Monday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
31/10/2020,2020,Year 2020,H2,Q4,October,Week 44,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
1/11/2020,2020,Year 2020,H2,Q4,November,Week 44,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
2/11/2020,2020,Year 2020,H2,Q4,November,Week 44,Thursday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
3/11/2020,2020,Year 2020,H2,Q4,November,Week 44,Friday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
4/11/2020,2020,Year 2020,H2,Q4,November,Week 44,Saturday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
5/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Sunday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
6/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Monday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
7/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
8/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
9/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Thursday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
10/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Friday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
11/11/2020,2020,Year 2020,H2,Q4,November,Week 45,Saturday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
12/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Sunday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
13/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Monday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
14/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
15/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
16/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Thursday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
17/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Friday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
18/11/2020,2020,Year 2020,H2,Q4,November,Week 46,Saturday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
19/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Sunday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
20/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Monday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
21/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
22/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
23/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Thursday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
24/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Friday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,5
25/11/2020,2020,Year 2020,H2,Q4,November,Week 47,Saturday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,6
26/11/2020,2020,Year 2020,H2,Q4,November,Week 48,Sunday,2020,FiscalYear 2020,H2,Q4,Month 11,WeekEnd,Yes,Holiday,Holiday,Holiday,11,7
27/11/2020,2020,Year 2020,H2,Q4,November,Week 48,Monday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,1
28/11/2020,2020,Year 2020,H2,Q4,November,Week 48,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,2
29/11/2020,2020,Year 2020,H2,Q4,November,Week 48,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,3
30/11/2020,2020,Year 2020,H2,Q4,November,Week 48,Thursday,2020,FiscalYear 2020,H2,Q4,Month 11,WorkDay,No,Holiday,Holiday,Holiday,11,4
1/12/2020,2020,Year 2020,H2,Q4,December,Week 48,Friday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
2/12/2020,2020,Year 2020,H2,Q4,December,Week 48,Saturday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
3/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Sunday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
4/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Monday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
5/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
6/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
7/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Thursday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
8/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Friday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
9/12/2020,2020,Year 2020,H2,Q4,December,Week 49,Saturday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
10/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Sunday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
11/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Monday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
12/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
13/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
14/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Thursday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
15/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Friday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
16/12/2020,2020,Year 2020,H2,Q4,December,Week 50,Saturday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
17/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Sunday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
18/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Monday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
19/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
20/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
21/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Thursday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
22/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Friday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
23/12/2020,2020,Year 2020,H2,Q4,December,Week 51,Saturday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
24/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Sunday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
25/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Monday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,1
26/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Tuesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,2
27/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Wednesday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,3
28/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Thursday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,4
29/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Friday,2020,FiscalYear 2020,H2,Q4,Month 12,WorkDay,No,Holiday,Holiday,Holiday,12,5
30/12/2020,2020,Year 2020,H2,Q4,December,Week 52,Saturday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,6
31/12/2020,2020,Year 2020,H2,Q4,December,Week 53,Sunday,2020,FiscalYear 2020,H2,Q4,Month 12,WeekEnd,Yes,Holiday,Holiday,Holiday,12,7
1/01/2021,2021,Year 2021,H1,Q1,January,Week 1,Monday,2021,FiscalYear 2021,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,1
2/01/2021,2021,Year 2021,H1,Q1,January,Week 1,Tuesday,2021,FiscalYear 2021,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,2
3/01/2021,2021,Year 2021,H1,Q1,January,Week 1,Wednesday,2021,FiscalYear 2021,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,3
4/01/2021,2021,Year 2021,H1,Q1,January,Week 1,Thursday,2021,FiscalYear 2021,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,4
5/01/2021,2021,Year 2021,H1,Q1,January,Week 1,Friday,2021,FiscalYear 2021,H1,Q1,Month 1,WorkDay,No,Holiday,Spring/Back to Business,Holiday,1,5
6/01/2021,2021,Year 2021,H1,Q1,January,Week 1,Saturday,2021,FiscalYear 2021,H1,Q1,Month 1,WeekEnd,Yes,Holiday,Spring/Back to Business,Holiday,1,6
